Start Time,End Time,First Name,Last Name,Phone,Email,Type,Calendar,Appointment Price,Paid?,Amount Paid Online,Certificate Code,Notes,Date Scheduled,Label,Scheduled By,"Име на компанията, в която работите | Name of the company you work for  ",Служебен имейл | Work email  ,Предпочитани платформи | Preferred platforms  ,Appointment ID
"September 26, 2022 18:00","September 26, 2022 18:50",Китодар,Самсонов,888805225,kitodar.samsonov@mail.bg,Vortex | Leadership training in person | Тренинг за лидери на живо,Теодора Йорданова | Teodora Yordanova,0,no,0,,,2022-08-22,,a client ,Vortex,k.samsonov@vortex.com,,885040313
"September 26, 2022 18:30","September 26, 2022 19:20",Аксентия,Васовa,,,Test: Тренинг за лидери на живо | Leadership training in person,Михаил Димитров | Mihail Dimitrov,0,no,0,,,2022-09-25,,a trainer,,,,904889405
"September 26, 2022 19:00","September 26, 2022 19:50",Rex,Ortega,899225322,rex.ortega@yandex.ru,BlueNova | Online leadership training | Онлайн тренинг за лидери,Мария Георгиева | Maria Georgieva,0,no,0,,,2022-09-26,,a trainer,,,,905215214
"September 27, 2022 11:30","September 27, 2022 12:20",Norah,Fischer,882112912,norah.fischer@gmail.com,BlueNova | Online leadership training | Онлайн тренинг за лидери,Веселин Стефанов | Veselin Stefanov,0,no,0,,,2022-09-21,,a client ,BlueNova,n.fischer@bluenova.com,Zoom,902666062
"September 27, 2022 12:00","September 27, 2022 12:50",Богдан,Яркова,,,Test: Тренинг за лидери на живо | Leadership training in person,Михаил Димитров | Mihail Dimitrov,0,no,0,,,2022-09-25,,a trainer,,,,904889790
"September 27, 2022 12:30","September 27, 2022 13:20",Шино,Яназов,883210110,shino.yanazov@yahoo.com,Swift Systems: Тренинг за лидери на живо | Leadership training in person,Георги Михайлов | Georgi Mihaylov,0,no,0,,,2022-09-07,,a trainer,,,,894329632
"September 27, 2022 13:30","September 27, 2022 14:20",Тихол,Кукуряшков,,,Test: Тренинг за лидери на живо | Leadership training in person,Михаил Димитров | Mihail Dimitrov,0,no,0,,,2022-09-25,,a trainer,,,,904890038
"September 27, 2022 15:00","September 27, 2022 15:50",Ърнест,Кокошкова,,,Test: Тренинг за лидери на живо | Leadership training in person,Михаил Димитров | Mihail Dimitrov,0,no,0,,,2022-09-25,,a trainer,,,,904890178
"September 27, 2022 16:00","September 27, 2022 16:50",Георги,Парашкевов,888811192,georgi.parashkevov@mail.bg,Swift Systems: Онлайн тренинг за лидери | Online leadership training,Димитър Георгиев | Dimitar Georgiev,0,no,0,,,2022-09-23,,a client ,Swift Systems,g.parashkevov@swift.systems.com,Viber,903998662
"September 27, 2022 16:00","September 27, 2022 16:50",Pierce,Boone,359889008121,pierce.boone@yandex.ru,WiseWay | Online leadership training | Онлайн тренинг за лидери,Жана Иванова | Zhana Ivanova,0,no,0,,,2022-09-26,,a client ,WiseWay,p.boone@wiseway.com,Zoom,905215206
"September 27, 2022 17:00","September 27, 2022 17:50",Сибила,Тодоров,359899211120,sibila.todorov@gmail.com,Zetron: Тренинг за лидери на живо | Leadership training in person,Теодора Йорданова | Teodora Yordanova,0,no,0,,,2022-09-22,,a client ,Zetron,s.todorov@zetron.com,,903650198
"September 27, 2022 18:00","September 27, 2022 18:50",Eli,Pratt,892329111,eli.pratt@gmail.com,Spark Innovations: Leadership training in person | Тренинг за лидери на живо,Теодора Йорданова | Teodora Yordanova,0,no,0,,,2022-09-15,,a client ,Spark Innovations,e.pratt@spark.innovations.com,,899303857
"September 27, 2022 18:00","September 27, 2022 18:50",Данелина,Рангелов,,,Test: Тренинг за лидери на живо | Leadership training in person,Михаил Димитров | Mihail Dimitrov,0,no,0,,,2022-09-25,,a trainer,,,,904890353
"September 27, 2022 18:30","September 27, 2022 19:20",Aylin,Walsh,2915151935200,aylin.walsh@yandex.ru,iNdigo | Nexern | Conzap: Онлайн тренинг за лидери | Online leadership training,Радослав Иванов | Radoslav Ivanov,0,no,0,,,2022-09-16,,a client ,iNdigo,aylin.walsh@yandex.ru,"Zoom, Skype, Viber",900000875
"September 27, 2022 19:00","September 27, 2022 19:50",Isla,Bell,895800121,isla.bell@yahoo.co.uk,WiseWay | Leadership training in person | Тренинг за лидери на живо,Теодора Йорданова | Teodora Yordanova,0,no,0,,,2022-08-29,,client logged in asisla.bell@yahoo.co.uk,WiseWay,i.bell@wiseway.com,,888859370
"September 28, 2022 9:00","September 28, 2022 9:50",Берислава,Ждраков,882081213,berislava.zhdrakov@gmail.com,Spark Innovations: Leadership training in person | Тренинг за лидери на живо,Веселин Стефанов | Veselin Stefanov,0,no,0,,,2022-09-14,,a client ,Spark Innovations,b.zhdrakov@spark.innovations.com,,898559694
"September 28, 2022 9:00","September 28, 2022 9:50",Кристия,Кърков,,,Test: Онлайн тренинг за лидери | Online leadership training,Михаил Димитров | Mihail Dimitrov,0,no,0,,,2022-09-25,,a trainer,,,,904890841
"September 28, 2022 9:00","September 28, 2022 9:50",Яким,Бобев,889132521,yakim.bobev@mail.bg,Swift Systems: Онлайн тренинг за лидери | Online leadership training,Георги Михайлов | Georgi Mihaylov,0,no,0,,,2022-09-27,,a trainer,,,,906268549
"September 28, 2022 12:00","September 28, 2022 12:50",India,Mccullough,353811259302,india.mccullough@yandex.ru,iNdigo | Nexern | Conzap: Онлайн тренинг за лидери | Online leadership training,Веселин Стефанов | Veselin Stefanov,0,no,0,,,2022-09-14,,a client ,iNdigo,i.mccullough@indigo.com,Skype,898591759
"September 28, 2022 15:00","September 28, 2022 15:50",Панделис,Каракашев,883331511,pandelis.karakashev@yahoo.com,BlueNova | Leadership training in person | Тренинг за лидери на живо,Димитър Петров | Dimitar Petrov,0,no,0,,,2022-09-12,,client logged in aspandelis.karakashev@yahoo.com,BlueNova,p.karakashev@bluenova.com,,897352419
"September 28, 2022 15:00","September 28, 2022 15:50",Виктория,Певецова,898291921,viktoriya.pevecova@mail.bg,Novex: Тренинг за лидери на живо | Leadership training in person,Димитър Георгиев | Dimitar Georgiev,0,no,0,,,2022-09-21,,a client ,Novex,v.pevecova@novex.com,,902685998
"September 28, 2022 15:00","September 28, 2022 15:50",Берислава,Колев,0,berislava.kolev@abv.bg,Test: Онлайн тренинг за лидери | Online leadership training,Михаил Димитров | Mihail Dimitrov,0,no,0,,,2022-09-25,,a trainer,,,,904891026
"September 28, 2022 15:00","September 28, 2022 15:50",Ansley,Miller,,ansley.miller@yandex.ru,QuantumPeak: Онлайн тренинг за лидери | Online leadership training,Мария Георгиева | Maria Georgieva,0,no,0,,,2022-09-26,,a trainer,,,,905215428
"September 28, 2022 16:00","September 28, 2022 16:50",Желязка,Клатикрушев,885985521,zhelyazka.klatikrushev@abv.bg,WiseWay | Leadership training in person | Тренинг за лидери на живо,Димитър Георгиев | Dimitar Georgiev,0,no,0,,,2022-09-21,,a client ,WiseWay,z.klatikrushev@wiseway.com,,902625371
"September 28, 2022 16:30","September 28, 2022 17:20",Захаринка,Многознаева,888102255,zaxarinka.mnogoznaeva@yahoo.com,Swift Systems: Тренинг за лидери на живо | Leadership training in person,Цветелина Петрова | Tsvetelina Petrova,0,no,0,,,2022-09-22,,a trainer,,,,903280134
"September 28, 2022 17:00","September 28, 2022 17:50",Carlos,Swanson,359898229021,carlos.swanson@yahoo.co.uk,QuantumPeak: Онлайн тренинг за лидери | Online leadership training,Христина Димитрова | Hristina Dimitrova,0,no,0,,,2022-09-21,,a trainer,,,,902745012
"September 28, 2022 17:00","September 28, 2022 17:50",Гико,Пондьов,892821911,giko.pondaov@abv.bg,Swift Systems: Тренинг за лидери на живо | Leadership training in person,Димитър Петров | Dimitar Petrov,0,no,0,,,2022-09-22,,a client ,Swift Systems,g.pondaov@swift.systems.com,,903580530
"September 28, 2022 18:30","September 28, 2022 19:20",Павлинчо,Куртакова,359818125925,pavlincho.kurtakova@abv.bg,Novex: Онлайн тренинг за лидери  |  Online leadership training,София Димитрова | Sofia Dimitrova,0,no,0,,,2022-09-23,,a client ,Novex,pavlincho.kurtakova@abv.bg,Viber,904082109
"September 28, 2022 18:30","September 28, 2022 19:20",Инан,Многознаева,,,Test: Тренинг за лидери на живо | Leadership training in person,Михаил Димитров | Mihail Dimitrov,0,no,0,,,2022-09-25,,a trainer,,,,904891257
"September 28, 2022 19:00","September 28, 2022 19:50",Charlie,Santana,889238292,charlie.santana@msn.com,BlueNova | Leadership training in person | Тренинг за лидери на живо,Мария Георгиева | Maria Georgieva,0,no,0,,,2022-09-01,,a trainer,,,,890970211
"September 29, 2022 8:00","September 29, 2022 8:50",Emelia,Craig,359898999189,emelia.craig@yahoo.co.uk,BlueNova | Online leadership training | Онлайн тренинг за лидери,Георги Михайлов | Georgi Mihaylov,0,no,0,,,2022-09-20,,a trainer,,,,901890927
"September 29, 2022 9:30","September 29, 2022 10:20",Дуда,Бележкова,885921292,duda.belezhkova@abv.bg,Swift Systems: Тренинг за лидери на живо | Leadership training in person,Георги Михайлов | Georgi Mihaylov,0,no,0,,,2022-09-20,,a trainer,,,,901890797
"September 29, 2022 11:00","September 29, 2022 11:50",Илиян,Ментешев,882112812,iliyan.menteshev@abv.bg,Swift Systems: Тренинг за лидери на живо | Leadership training in person,Георги Михайлов | Georgi Mihaylov,0,no,0,,,2022-09-28,,a trainer,,,,906626198
"September 29, 2022 13:00","September 29, 2022 13:50",Хектор,Крушовска,883528082,xektor.krushovska@mail.bg,Swift Systems: Тренинг за лидери на живо | Leadership training in person,Цветелина Петрова | Tsvetelina Petrova,0,no,0,,,2022-09-22,,a trainer,,,,903280283
"September 29, 2022 13:00","September 29, 2022 13:50",Оханес,Червенкова,882085080,oxanes.chervenkova@gmail.com,Novex: Тренинг за лидери на живо | Leadership training in person,Георги Михайлов | Georgi Mihaylov,0,no,0,,,2022-09-26,,a client ,Novex,o.chervenkova@novex.com,,905451295
"September 29, 2022 16:30","September 29, 2022 17:20",Чора,Кривошапкова,893552253,chora.krivoshapkova@gmail.com,Swift Systems: Тренинг за лидери на живо | Leadership training in person,Цветелина Петрова | Tsvetelina Petrova,0,no,0,,,2022-09-22,,a trainer,,,,903280461
"September 29, 2022 17:00","September 29, 2022 17:50",Чудомир,Кокошкова,883555582,chudomir.kokoshkova@yahoo.com,BlueNova | Leadership training in person | Тренинг за лидери на живо,Теодора Йорданова | Teodora Yordanova,0,no,0,,,2022-09-16,,a client ,BlueNova,c.kokoshkova@bluenova.com,,899996145
"September 29, 2022 18:00","September 29, 2022 18:50",Ростислава,Мочев,892981120,rostislava.mochev@abv.bg,Novex: Тренинг за лидери на живо | Leadership training in person,Димитър Петров | Dimitar Petrov,0,no,0,,,2022-09-15,,client logged in asrostislava.mochev@abv.bg,Novex,rostislava.mochev@abv.bg,,899418983
"September 29, 2022 18:00","September 29, 2022 18:50",Ishaan,Frank,892219123,ishaan.frank@msn.com,Swift Systems: Тренинг за лидери на живо | Leadership training in person,Мария Георгиева | Maria Georgieva,0,no,0,,,2022-09-26,,a trainer,,,,905229330
"September 29, 2022 19:00","September 29, 2022 19:50",Стависара,Чутурков,818225151,stavisara.chuturkov@gmail.com,BlueNova | Leadership training in person | Тренинг за лидери на живо,Теодора Йорданова | Teodora Yordanova,0,no,0,,,2022-09-16,,client logged in asstavisara.chuturkov@gmail.com,BlueNova,stavisara.chuturkov@gmail.com,,899930595
"September 29, 2022 20:00","September 29, 2022 20:50",Ширко,Клатикрушев,885521133,shirko.klatikrushev@yahoo.com,Swift Systems: Тренинг за лидери на живо | Leadership training in person,Радослав Иванов | Radoslav Ivanov,0,no,0,,,2022-09-22,,client logged in asshirko.klatikrushev@yahoo.com,Swift Systems,s.klatikrushev@swift.systems.com,,903327931
"September 30, 2022 11:00","September 30, 2022 11:50",Aylin,Young,898931203,aylin.young@msn.com,BlueNova | Online leadership training | Онлайн тренинг за лидери,Димитър Петров | Dimitar Petrov,0,no,0,,,2022-09-26,,client logged in asaylin.young@msn.com,BlueNova,aylin.young@msn.com,Viber,905219749
"September 30, 2022 12:00","September 30, 2022 12:50",Чочо,Тошев,881388233,chocho.toshev@gmail.com,BlueNova | Online leadership training | Онлайн тренинг за лидери,Димитър Петров | Dimitar Petrov,0,no,0,,,2022-09-28,,a client ,BlueNova,c.toshev@bluenova.com,Viber,906837348
"September 30, 2022 17:00","September 30, 2022 17:50",Малтина,Шестакова,812015322,maltina.shestakova@gmail.com,Novex: Тренинг за лидери на живо | Leadership training in person,Калина Петрова | Kalina Petrova,0,no,0,,,2022-09-21,,a client ,Novex,m.shestakova@novex.com,,902612412
"September 30, 2022 17:30","September 30, 2022 18:20",Бързана,Певецова,,barzana.pevecova@gmail.com,Spark Innovations: Online leadership training | Онлайн тренинг за лидери,Христина Димитрова | Hristina Dimitrova,0,no,0,,,2022-09-19,,a trainer,,,,901539048
"October 1, 2022 10:30","October 1, 2022 11:20",Таня,Йорданов,889211111,tanya.jordanov@mail.bg,Swift Systems: Тренинг за лидери на живо | Leadership training in person,Камен Георгиев | Kamen Georgiev,0,no,0,,,2022-09-26,,a client ,Swift Systems,t.jordanov@swift.systems.com,,905339655
"October 3, 2022 16:00","October 3, 2022 16:50",Георги,Парашкевов,888811192,georgi.parashkevov@mail.bg,Swift Systems: Онлайн тренинг за лидери | Online leadership training,Димитър Георгиев | Dimitar Georgiev,0,no,0,,,2022-10-01,,a client ,Swift Systems,g.parashkevov@swift.systems.com,Viber,908591484
"October 3, 2022 17:00","October 3, 2022 17:50",Шехерезада,Въртунински,888812283,shexerezada.vartuninski@abv.bg,Swift Systems: Тренинг за лидери на живо | Leadership training in person,Теодора Йорданова | Teodora Yordanova,0,no,0,,,2022-09-28,,a client ,Novex,s.vartuninski@novex.com,,906690153
"October 3, 2022 18:00","October 3, 2022 18:50",Китодар,Самсонов,888805225,kitodar.samsonov@mail.bg,Vortex | Leadership training in person | Тренинг за лидери на живо,Теодора Йорданова | Teodora Yordanova,0,no,0,,,2022-08-22,,a client ,Vortex,k.samsonov@vortex.com,,885040803
"October 3, 2022 19:00","October 3, 2022 19:50",Rex,Ortega,899225322,rex.ortega@yandex.ru,BlueNova | Leadership training in person | Тренинг за лидери на живо,Мария Георгиева | Maria Georgieva,0,no,0,,,2022-09-30,,a trainer,,,,907980655
"October 4, 2022 9:00","October 4, 2022 9:50",Marc,Banks,882911322,marc.banks@msn.com,Prodigy: Онлайн тренинг за лидери на живо,Веселин Стефанов | Veselin Stefanov,0,no,0,,,2022-09-27,,a client ,Prodigy,m.banks@prodigy.com,,906018123
"October 4, 2022 10:00","October 4, 2022 10:50",Шино,Яназов,883210110,shino.yanazov@yahoo.com,Swift Systems: Тренинг за лидери на живо | Leadership training in person,Георги Михайлов | Georgi Mihaylov,0,no,0,,,2022-09-28,,a trainer,,,,906626939
"October 4, 2022 11:00","October 4, 2022 11:50",Исихия,Многознаева,885910315,isixiya.mnogoznaeva@abv.bg,VISION: Тренинг за лидери на живо | Leadership training in person,Калина Петрова | Kalina Petrova,0,no,0,,,2022-09-26,,a client ,VISION,i.mnogoznaeva@vision.com,,905295192
"October 4, 2022 12:00","October 4, 2022 12:50",Виктория,Певецова,898291921,viktoriya.pevecova@mail.bg,Novex: Тренинг за лидери на живо | Leadership training in person,Димитър Георгиев | Dimitar Georgiev,0,no,0,,,2022-10-01,,a client ,Novex,v.pevecova@novex.com,,908487809
"October 4, 2022 13:00","October 4, 2022 13:50",Щедра,Точева-Клопова,882313532,shhedra.tocheva-klopova@yahoo.com,Swift Systems: Онлайн тренинг за лидери | Online leadership training,Георги Михайлов | Georgi Mihaylov,0,no,0,,,2022-09-28,,a trainer,,,,906628210
"October 4, 2022 14:00","October 4, 2022 14:50",Ламби,Чуканов,,lambi.chukanov@mail.bg,Онлайн коучинг,Теодора Йорданова | Teodora Yordanova,0,no,0,,,2022-10-01,,a trainer,,,,908616673
"October 4, 2022 17:30","October 4, 2022 18:20",Чудомир,Кокошкова,883555582,chudomir.kokoshkova@yahoo.com,BlueNova | Leadership training in person | Тренинг за лидери на живо,Теодора Йорданова | Teodora Yordanova,0,no,0,,,2022-09-30,,a client ,BlueNova,c.kokoshkova@bluenova.com,,908095021
"October 4, 2022 19:30","October 4, 2022 20:20",Стависара,Чутурков,818225151,stavisara.chuturkov@gmail.com,BlueNova | Leadership training in person | Тренинг за лидери на живо,Теодора Йорданова | Teodora Yordanova,0,no,0,,,2022-09-16,,client logged in asstavisara.chuturkov@gmail.com,BlueNova,stavisara.chuturkov@gmail.com,,899931471
"October 4, 2022 20:00","October 4, 2022 20:50",Ширко,Клатикрушев,885521133,shirko.klatikrushev@yahoo.com,Swift Systems: Тренинг за лидери на живо | Leadership training in person,Радослав Иванов | Radoslav Ivanov,0,no,0,,,2022-09-30,,client logged in asshirko.klatikrushev@yahoo.com,Swift Systems,s.klatikrushev@swift.systems.com,,908124901
"October 5, 2022 9:00","October 5, 2022 9:50",Явора,Вакрилов,888510102,yavora.vakrilov@abv.bg,Swift Systems: Тренинг за лидери на живо | Leadership training in person,Веселин Стефанов | Veselin Stefanov,0,no,0,,,2022-09-28,,a trainer,,,,906839915
"October 5, 2022 10:00","October 5, 2022 10:50",Лянка,Илиева,885201535,lyanka.ilieva@yahoo.com,Swift Systems: Тренинг за лидери на живо | Leadership training in person,Георги Михайлов | Georgi Mihaylov,0,no,0,,,2022-09-28,,a trainer,,,,906721948
"October 5, 2022 11:00","October 5, 2022 11:50",Оханес,Червенкова,882085080,oxanes.chervenkova@gmail.com,Novex: Тренинг за лидери на живо | Leadership training in person,Георги Михайлов | Georgi Mihaylov,0,no,0,,,2022-09-29,,a client ,Novex,o.chervenkova@novex.com,,907536368
"October 5, 2022 11:00","October 5, 2022 11:50",Ренгия,Колев,891188511,rengiya.kolev@mail.bg,Novex: Тренинг за лидери на живо | Leadership training in person,Цветелина Петрова | Tsvetelina Petrova,0,no,0,,,2022-10-03,,a trainer,,,,909438334
"October 5, 2022 12:00","October 5, 2022 12:50",Нигрита,Кукуригов,,,Test: Тренинг за лидери на живо | Leadership training in person,Михаил Димитров | Mihail Dimitrov,0,no,0,,,2022-09-28,,a trainer,,,,906616181
"October 5, 2022 13:00","October 5, 2022 13:50",Хектор,Крушовска,883528082,xektor.krushovska@mail.bg,Swift Systems: Тренинг за лидери на живо | Leadership training in person,Цветелина Петрова | Tsvetelina Petrova,0,no,0,,,2022-10-03,,a trainer,,,,909438790
"October 5, 2022 13:00","October 5, 2022 13:50",Angela,Miranda,882222093,angela.miranda@yahoo.co.uk,Swift Systems: Тренинг за лидери на живо | Leadership training in person,Валентинка Петкова | Valentinaka Petkova,0,no,0,,,2022-10-04,,a client ,Swift Systems,a.miranda@swift.systems.com,,910173156
"October 5, 2022 15:00","October 5, 2022 15:50",Панделис,Каракашев,883331511,pandelis.karakashev@yahoo.com,BlueNova | Leadership training in person | Тренинг за лидери на живо,Димитър Петров | Dimitar Petrov,0,no,0,,,2022-09-30,,client logged in aspandelis.karakashev@yahoo.com,BlueNova,p.karakashev@bluenova.com,,908011920
"October 5, 2022 16:00","October 5, 2022 16:50",Хачо,Иванов,359819803910,xacho.ivanov@yahoo.com,Novex: Тренинг за лидери на живо | Leadership training in person,Димитър Петров | Dimitar Petrov,0,no,0,,,2022-09-28,,a client ,Novex,x.ivanov@novex.com,,906625308
"October 5, 2022 16:00","October 5, 2022 16:50",Ansley,Miller,,ansley.miller@yandex.ru,QuantumPeak: Онлайн тренинг за лидери | Online leadership training,Мария Георгиева | Maria Georgieva,0,no,0,,,2022-09-30,,a trainer,,,,907980798
"October 5, 2022 16:30","October 5, 2022 17:20",Захаринка,Многознаева,888102255,zaxarinka.mnogoznaeva@yahoo.com,Swift Systems: Тренинг за лидери на живо | Leadership training in person,Цветелина Петрова | Tsvetelina Petrova,0,no,0,,,2022-10-03,,a trainer,,,,909439110
"October 5, 2022 17:00","October 5, 2022 17:50",Иваничка,Рошльов,889322082,ivanichka.roshlaov@yahoo.com,Vortex | Leadership training in person | Тренинг за лидери на живо,Калина Петрова | Kalina Petrova,0,no,0,,,2022-10-03,,a client ,Vortex,i.roshlaov@vortex.com,,909430900
"October 5, 2022 18:00","October 5, 2022 18:50",Гико,Пондьов,892821911,giko.pondaov@abv.bg,Swift Systems: Тренинг за лидери на живо | Leadership training in person,Димитър Петров | Dimitar Petrov,0,no,0,,,2022-09-22,,a client ,Swift Systems,g.pondaov@swift.systems.com,,903581547
"October 5, 2022 19:00","October 5, 2022 19:50",Charlie,Santana,889238292,charlie.santana@msn.com,BlueNova | Leadership training in person | Тренинг за лидери на живо,Мария Георгиева | Maria Georgieva,0,no,0,,,2022-09-30,,a trainer,,,,907980916
"October 6, 2022 9:30","October 6, 2022 10:20",Дуда,Бележкова,885921292,duda.belezhkova@abv.bg,Swift Systems: Тренинг за лидери на живо | Leadership training in person,Георги Михайлов | Georgi Mihaylov,0,no,0,,,2022-10-05,,a trainer,Swift Systems,d.belezhkova@swift.systems.com,,910864351
"October 6, 2022 13:00","October 6, 2022 13:50",Diego,Luna,898585312,diego.luna@yahoo.co.uk,WiseWay | Online leadership training | Онлайн тренинг за лидери,Георги Михайлов | Georgi Mihaylov,0,no,0,,,2022-10-05,,a client ,WiseWay,d.luna@wiseway.com,Viber,910912469
"October 6, 2022 16:00","October 6, 2022 16:50",Сибила,Тодоров,359899211120,sibila.todorov@gmail.com,Zetron: Тренинг за лидери на живо | Leadership training in person,Теодора Йорданова | Teodora Yordanova,0,no,0,,,2022-09-28,,a client ,Zetron,s.todorov@zetron.com,,906628900
"October 6, 2022 16:00","October 6, 2022 16:50",Dustin,Gill,359885508202,dustin.gill@yandex.ru,BlueNova | Online leadership training | Онлайн тренинг за лидери,Любомира Иванова | Lyubomira Ivanova,0,no,0,,,2022-10-03,,a client ,BlueNova,d.gill@bluenova.com,"Zoom, Skype, Viber",909563228
"October 6, 2022 17:00","October 6, 2022 17:50",Мартен,Мустакова,883305995,marten.mustakova@abv.bg,BlueNova | Leadership training in person | Тренинг за лидери на живо,Теодора Йорданова | Teodora Yordanova,0,no,0,,,2022-09-28,,a client ,BlueNova,m.mustakova@bluenova.com,,906601352
"October 6, 2022 18:00","October 6, 2022 18:50",Isla,Bell,895800121,isla.bell@yahoo.co.uk,WiseWay | Leadership training in person | Тренинг за лидери на живо,Теодора Йорданова | Teodora Yordanova,0,no,0,,,2022-08-29,,client logged in asisla.bell@yahoo.co.uk,WiseWay,i.bell@wiseway.com,,888862802
"October 7, 2022 13:00","October 7, 2022 13:50",Колчо,Клатикрушев,,,Test: Тренинг за лидери на живо | Leadership training in person,Михаил Димитров | Mihail Dimitrov,0,no,0,,,2022-10-03,,a trainer,,,,909395282
"October 7, 2022 14:00","October 7, 2022 14:50",Angela,Miranda,882222093,angela.miranda@yahoo.co.uk,Swift Systems: Тренинг за лидери на живо | Leadership training in person,Валентинка Петкова | Valentinaka Petkova,0,no,0,,,2022-10-04,,a client ,Swift Systems,a.miranda@swift.systems.com,,910173495
"October 7, 2022 15:30","October 7, 2022 16:20",Фуко,Габровлиева,818922089,fuko.gabrovlieva@gmail.com,Swift Systems: Тренинг за лидери на живо | Leadership training in person,Калина Петрова | Kalina Petrova,0,no,0,,,2022-10-04,,a client ,Swift Systems,f.gabrovlieva@swift.systems.com,,910319453
"October 7, 2022 16:30","October 7, 2022 17:20",Малтина,Шестакова,812015322,maltina.shestakova@gmail.com,Novex: Тренинг за лидери на живо | Leadership training in person,Калина Петрова | Kalina Petrova,0,no,0,,,2022-09-30,,a client ,Novex,m.shestakova@novex.com,,908074730
"October 9, 2022 14:00","October 9, 2022 14:50",Винету,Яркова,882988220,vinetu.yarkova@abv.bg,WiseWay | Leadership training in person | Тренинг за лидери на живо,Камен Георгиев | Kamen Georgiev,0,no,0,,,2022-10-04,,a client ,WiseWay,v.yarkova@wiseway.com,,910218121
"October 10, 2022 10:00","October 10, 2022 10:50",Царевна,Чупетловска,359891202,carevna.chupetlovska@gmail.com,BlueNova: Leadership training | Тренинг за лидери,Георги Стоянов | Georgi Stoyanov,0,no,0,,,2022-08-27,,hello@test.jp,,,,888096977
"October 10, 2022 10:00","October 10, 2022 10:50",Исихия,Многознаева,885910315,isixiya.mnogoznaeva@abv.bg,VISION: Тренинг за лидери на живо | Leadership training in person,Калина Петрова | Kalina Petrova,0,no,0,,,2022-10-05,,a client ,VISION,i.mnogoznaeva@vision.com,,910949199
"October 10, 2022 13:00","October 10, 2022 13:50",Сташа,Балахуров,893210120,stasha.balaxurov@mail.bg,BlueNova: Online leadership training | Онлайн тренинг за лидери,Георги Стоянов | Georgi Stoyanov,0,no,0,,,2022-10-05,,hello@test.jp,BlueNova,s.balaxurov@bluenova.com,,910899499
"October 10, 2022 16:00","October 10, 2022 16:50",Шехерезада,Въртунински,888812283,shexerezada.vartuninski@abv.bg,Swift Systems: Тренинг за лидери на живо | Leadership training in person,Теодора Йорданова | Teodora Yordanova,0,no,0,,,2022-10-04,,a client ,Novex,shexerezada.vartuninski@abv.bg,,910149397
"October 10, 2022 17:00","October 10, 2022 17:50",Antoine,Sheppard,818993915,antoine.sheppard@gmail.com,Novex: Тренинг за лидери на живо | Leadership training in person,Калина Петрова | Kalina Petrova,0,no,0,,,2022-10-05,,a client ,Novex,a.sheppard@novex.com,,910978808
"October 10, 2022 18:00","October 10, 2022 18:50",Китодар,Самсонов,888805225,kitodar.samsonov@mail.bg,Vortex | Leadership training in person | Тренинг за лидери на живо,Теодора Йорданова | Teodora Yordanova,0,no,0,,,2022-08-22,,a client ,Vortex,k.samsonov@vortex.com,,885041355
"October 10, 2022 19:00","October 10, 2022 19:50",Rex,Ortega,899225322,rex.ortega@yandex.ru,BlueNova | Leadership training in person | Тренинг за лидери на живо,Мария Георгиева | Maria Georgieva,0,no,0,,,2022-09-30,,a trainer,,,,907981082
"October 11, 2022 8:30","October 11, 2022 9:20",Яким,Бобев,889132521,yakim.bobev@mail.bg,Swift Systems: Онлайн тренинг за лидери | Online leadership training,Георги Михайлов | Georgi Mihaylov,0,no,0,,,2022-09-29,,a client ,Swift Systems,y.bobev@swift.systems.com,Zoom,907355963
"October 11, 2022 9:30","October 11, 2022 10:20",Norah,Fischer,882112912,norah.fischer@gmail.com,BlueNova | Online leadership training | Онлайн тренинг за лидери,Веселин Стефанов | Veselin Stefanov,0,no,0,,,2022-09-21,,a client ,BlueNova,n.fischer@bluenova.com,Zoom,902667096
"October 11, 2022 10:00","October 11, 2022 10:50",Шино,Яназов,883210110,shino.yanazov@yahoo.com,Swift Systems: Тренинг за лидери на живо | Leadership training in person,Георги Михайлов | Georgi Mihaylov,0,no,0,,,2022-10-10,,a trainer,BlueNova,s.yanazov@bluenova.com,,913480841
"October 11, 2022 10:30","October 11, 2022 11:20",Беломира,Кривошапкова,359889228952,belomira.krivoshapkova@mail.bg,Novex: Онлайн тренинг за лидери  |  Online leadership training,Веселин Стефанов | Veselin Stefanov,0,no,0,,,2022-10-07,,a client ,Novex,b.krivoshapkova@novex.com,"Zoom, Viber",912250205
"October 11, 2022 11:00","October 11, 2022 11:50",Шана,Парашкевов,885929213,shana.parashkevov@mail.bg,Swift Systems: Тренинг за лидери на живо | Leadership training in person,Георги Михайлов | Georgi Mihaylov,0,no,0,,,2022-10-08,,a client ,Swift Systems,s.parashkevov@swift.systems.com,,912863743
"October 11, 2022 12:00","October 11, 2022 12:50",Желязка,Клатикрушев,885985521,zhelyazka.klatikrushev@abv.bg,WiseWay | Leadership training in person | Тренинг за лидери на живо,Димитър Георгиев | Dimitar Georgiev,0,no,0,,,2022-10-09,,a client ,WiseWay,z.klatikrushev@wiseway.com,,913289441
